rating_id,trip_id,customer_id,driver_id,rating,comment
900,900,451,189,4,Great ride
901,901,637,63,4,Great ride
902,902,865,252,2,Average service
903,903,704,26,5,Average service
904,904,682,468,1,Average service
905,905,660,41,4,Great ride
906,906,417,79,5,Great ride
907,907,478,41,3,Could be better
908,908,723,475,1,Could be better
909,909,476,363,5,Great ride
910,910,844,2,1,Very comfortable
911,911,203,350,4,Average service
912,912,855,408,4,Very comfortable
913,913,989,210,3,Good experience
914,914,814,432,3,Could be better
915,915,672,485,5,Average service
916,916,297,279,4,Average service
917,917,981,340,5,Driver was polite
918,918,345,155,2,Driver was polite
919,919,163,86,5,Great ride
920,920,37,151,2,Great ride
921,921,338,209,4,Could be better
922,922,972,447,5,Very comfortable
923,923,965,182,4,Could be better
924,924,90,29,1,Very comfortable
925,925,271,12,3,Great ride
926,926,596,367,4,Good experience
927,927,57,154,5,Very comfortable
928,928,491,313,4,Could be better
929,929,462,255,1,Could be better
930,930,440,129,5,Good experience
931,931,241,126,3,Good experience
932,932,130,173,1,Good experience
933,933,39,39,5,Very comfortable
934,934,455,146,5,Very comfortable
935,935,810,267,4,Could be better
936,936,868,367,5,Driver was polite
937,937,585,119,3,Could be better
938,938,602,114,1,Great ride
939,939,351,179,4,Driver was polite
940,940,855,281,4,Average service
941,941,938,200,5,Average service
942,942,250,172,3,Good experience
943,943,162,42,2,Could be better
944,944,886,295,2,Great ride
945,945,821,491,3,Driver was polite
946,946,778,300,3,Very comfortable
947,947,980,468,5,Could be better
948,948,92,36,3,Very comfortable
949,949,39,123,2,Average service
950,950,639,128,2,Average service
951,951,97,440,2,Driver was polite
952,952,100,393,5,Driver was polite
953,953,248,463,1,Great ride
954,954,995,16,2,Very comfortable
955,955,36,45,2,Driver was polite
956,956,412,74,4,Driver was polite
957,957,545,272,2,Driver was polite
958,958,29,356,2,Could be better
959,959,125,265,4,Very comfortable
960,960,405,415,1,Could be better
961,961,418,433,5,Great ride
962,962,339,438,1,Great ride
963,963,673,269,1,Could be better
964,964,146,444,2,Could be better
965,965,160,343,4,Good experience
966,966,92,59,3,Driver was polite
967,967,23,36,1,Average service
968,968,2,377,2,Average service
969,969,236,433,2,Average service
970,970,847,317,3,Very comfortable
971,971,919,231,5,Very comfortable
972,972,420,68,3,Average service
973,973,245,254,2,Great ride
974,974,223,439,1,Very comfortable
975,975,357,295,3,Average service
976,976,104,224,5,Average service
977,977,845,195,2,Very comfortable
978,978,165,249,2,Could be better
979,979,80,441,3,Good experience
980,980,192,78,4,Good experience
981,981,872,446,4,Great ride
982,982,183,201,3,Could be better
983,983,597,444,1,Average service
984,984,857,319,3,Great ride
985,985,674,239,5,Could be better
986,986,942,207,1,Great ride
987,987,414,53,1,Very comfortable
988,988,987,81,1,Great ride
989,989,756,331,2,Good experience
990,990,294,89,3,Very comfortable
991,991,554,75,4,Average service
992,992,289,49,5,Great ride
993,993,408,122,2,Average service
994,994,840,155,4,Could be better
995,995,123,401,4,Average service
996,996,973,245,5,Driver was polite
997,997,267,179,4,Could be better
998,998,185,370,3,Great ride
999,999,76,164,3,Very comfortable
1000,1000,596,339,1,Great ride
1001,1001,845,232,2,Great ride
1002,1002,548,128,1,Average service
1003,1003,770,319,5,Very comfortable
1004,1004,123,248,1,Good experience
1005,1005,648,60,1,Could be better
1006,1006,258,446,5,Driver was polite
1007,1007,551,270,5,Average service
1008,1008,983,383,4,Average service
1009,1009,527,328,1,Average service
1010,1010,697,199,1,Average service
1011,1011,285,70,1,Good experience
1012,1012,455,17,3,Great ride
1013,1013,864,190,3,Could be better
1014,1014,687,378,3,Good experience
1015,1015,18,222,1,Great ride
1016,1016,212,88,1,Very comfortable
1017,1017,992,244,5,Good experience
1018,1018,494,140,2,Average service
1019,1019,969,374,4,Very comfortable
1020,1020,673,381,3,Good experience
1021,1021,75,19,1,Average service
1022,1022,260,6,3,Good experience
1023,1023,927,354,4,Good experience
1024,1024,362,156,1,Could be better
1025,1025,299,169,5,Could be better
1026,1026,678,351,1,Average service
1027,1027,16,254,2,Driver was polite
1028,1028,844,498,5,Good experience
1029,1029,566,209,3,Average service
1030,1030,204,39,2,Very comfortable
1031,1031,150,127,3,Average service
1032,1032,868,335,4,Great ride
1033,1033,803,289,5,Good experience
1034,1034,822,381,2,Good experience
1035,1035,230,476,3,Driver was polite
1036,1036,879,310,5,Very comfortable
1037,1037,297,295,5,Driver was polite
1038,1038,284,44,4,Could be better
1039,1039,38,306,1,Driver was polite
1040,1040,42,254,4,Average service
1041,1041,346,468,1,Could be better
1042,1042,218,378,3,Good experience
1043,1043,958,342,4,Average service
1044,1044,34,204,1,Could be better
1045,1045,531,496,5,Good experience
1046,1046,990,481,5,Very comfortable
1047,1047,95,1,1,Very comfortable
1048,1048,84,291,4,Good experience
1049,1049,963,147,2,Very comfortable
1050,1050,394,220,5,Driver was polite
1051,1051,541,93,1,Driver was polite
1052,1052,364,312,3,Great ride
1053,1053,870,46,1,Good experience
1054,1054,902,115,3,Good experience
1055,1055,544,381,1,Great ride
1056,1056,472,20,3,Driver was polite
1057,1057,795,420,3,Driver was polite
1058,1058,543,384,5,Average service
1059,1059,682,145,1,Driver was polite
1060,1060,338,463,4,Driver was polite
1061,1061,779,300,3,Good experience
1062,1062,678,368,3,Good experience
1063,1063,271,277,5,Great ride
1064,1064,155,441,3,Very comfortable
1065,1065,809,478,3,Average service
1066,1066,511,433,1,Could be better
1067,1067,254,185,1,Could be better
1068,1068,174,269,4,Very comfortable
1069,1069,215,471,3,Very comfortable
1070,1070,629,143,2,Could be better
1071,1071,224,102,2,Good experience
1072,1072,304,458,1,Driver was polite
1073,1073,761,179,2,Could be better
1074,1074,878,11,2,Could be better
1075,1075,316,133,3,Driver was polite
1076,1076,371,256,3,Great ride
1077,1077,774,113,3,Could be better
1078,1078,513,76,4,Great ride
1079,1079,795,225,3,Could be better
1080,1080,438,259,5,Very comfortable
1081,1081,683,389,1,Very comfortable
1082,1082,190,349,1,Driver was polite
1083,1083,944,437,2,Great ride
1084,1084,522,209,4,Good experience
1085,1085,26,475,1,Could be better
1086,1086,934,123,1,Average service
1087,1087,24,13,1,Good experience
1088,1088,711,66,2,Could be better
1089,1089,997,459,1,Good experience
1090,1090,82,479,2,Very comfortable
1091,1091,958,95,2,Could be better
1092,1092,46,334,4,Good experience
1093,1093,313,74,5,Could be better
1094,1094,61,339,2,Average service
1095,1095,68,343,5,Could be better
1096,1096,375,310,3,Good experience
1097,1097,707,254,1,Very comfortable
1098,1098,808,27,5,Driver was polite
1099,1099,401,36,5,Average service
1100,1100,595,490,2,Could be better
1101,1101,772,306,2,Great ride
1102,1102,588,6,3,Average service
1103,1103,103,92,2,Driver was polite
1104,1104,987,57,1,Driver was polite
1105,1105,606,176,1,Good experience
1106,1106,713,331,4,Good experience
1107,1107,350,285,5,Good experience
1108,1108,241,341,5,Very comfortable
1109,1109,295,362,5,Great ride
1110,1110,604,264,3,Great ride
1111,1111,248,370,2,Great ride
1112,1112,162,34,3,Good experience
1113,1113,389,328,1,Could be better
1114,1114,800,298,4,Average service
1115,1115,702,311,4,Average service
1116,1116,639,263,2,Average service
1117,1117,610,316,1,Driver was polite
1118,1118,800,269,5,Could be better
1119,1119,147,267,2,Average service
1120,1120,596,191,1,Good experience
1121,1121,788,279,2,Very comfortable
1122,1122,544,469,1,Very comfortable
1123,1123,455,48,4,Could be better
1124,1124,168,324,1,Good experience
1125,1125,1000,72,2,Very comfortable
1126,1126,617,351,3,Very comfortable
1127,1127,939,355,5,Average service
1128,1128,708,181,4,Driver was polite
1129,1129,260,408,5,Good experience
1130,1130,45,447,3,Good experience
1131,1131,273,341,5,Driver was polite
1132,1132,658,316,2,Very comfortable
1133,1133,919,13,1,Could be better
1134,1134,444,140,2,Very comfortable
1135,1135,814,208,4,Very comfortable
1136,1136,888,66,3,Could be better
1137,1137,137,96,4,Could be better
1138,1138,858,398,5,Average service
1139,1139,682,49,4,Very comfortable
1140,1140,677,268,4,Could be better
1141,1141,854,196,5,Could be better
1142,1142,763,140,1,Could be better
1143,1143,265,281,3,Very comfortable
1144,1144,682,90,5,Driver was polite
1145,1145,392,38,5,Very comfortable
1146,1146,918,162,5,Great ride
1147,1147,904,213,5,Very comfortable
1148,1148,283,404,4,Average service
1149,1149,874,48,2,Good experience
1150,1150,79,37,3,Great ride
1151,1151,501,17,5,Could be better
1152,1152,228,237,4,Could be better
1153,1153,763,316,1,Very comfortable
1154,1154,11,206,5,Great ride
1155,1155,200,40,2,Could be better
1156,1156,243,437,4,Could be better
1157,1157,302,319,4,Average service
1158,1158,972,224,4,Very comfortable
1159,1159,72,216,2,Driver was polite
1160,1160,213,381,3,Average service
1161,1161,293,8,4,Good experience
1162,1162,322,362,1,Great ride
1163,1163,222,147,1,Average service
1164,1164,632,51,4,Great ride
1165,1165,454,102,3,Average service
1166,1166,618,110,5,Average service
1167,1167,963,484,3,Great ride
1168,1168,966,218,2,Great ride
1169,1169,910,80,5,Average service
1170,1170,582,361,5,Could be better
1171,1171,224,258,4,Average service
1172,1172,25,494,3,Very comfortable
1173,1173,601,253,2,Driver was polite
1174,1174,287,150,5,Very comfortable
1175,1175,807,424,2,Great ride
1176,1176,589,115,1,Could be better
1177,1177,663,387,2,Average service
1178,1178,701,1,5,Could be better
1179,1179,124,400,4,Good experience
1180,1180,832,397,3,Very comfortable
1181,1181,34,160,2,Very comfortable
1182,1182,312,472,3,Average service
1183,1183,366,65,5,Great ride
1184,1184,9,256,3,Average service
1185,1185,879,37,5,Very comfortable
1186,1186,437,398,5,Average service
1187,1187,706,73,3,Very comfortable
1188,1188,639,35,3,Very comfortable
1189,1189,750,108,5,Driver was polite
1190,1190,253,63,2,Very comfortable
1191,1191,25,190,1,Average service
1192,1192,539,396,2,Average service
1193,1193,795,437,4,Could be better
1194,1194,86,463,2,Average service
1195,1195,529,112,5,Great ride
1196,1196,63,152,3,Very comfortable
1197,1197,397,139,3,Could be better
1198,1198,503,388,1,Driver was polite
1199,1199,269,272,4,Could be better
1200,1200,727,200,3,Great ride
1201,1201,26,387,1,Driver was polite
1202,1202,511,170,2,Driver was polite
1203,1203,851,68,4,Driver was polite
1204,1204,962,418,5,Could be better
1205,1205,188,306,1,Could be better
1206,1206,981,244,1,Could be better
1207,1207,357,346,3,Driver was polite
1208,1208,361,206,1,Great ride
1209,1209,526,207,2,Great ride
1210,1210,85,143,1,Average service
1211,1211,685,292,5,Good experience
1212,1212,944,372,2,Average service
1213,1213,525,388,2,Great ride
1214,1214,171,392,1,Average service
1215,1215,73,10,1,Average service
1216,1216,773,66,3,Average service
1217,1217,361,410,2,Great ride
1218,1218,404,227,1,Great ride
1219,1219,395,336,5,Driver was polite
1220,1220,479,487,5,Good experience
1221,1221,517,99,3,Great ride
1222,1222,367,498,3,Driver was polite
1223,1223,635,497,3,Great ride
1224,1224,519,175,5,Could be better
1225,1225,127,299,5,Good experience
1226,1226,646,51,4,Very comfortable
1227,1227,982,144,1,Great ride
1228,1228,866,182,5,Could be better
1229,1229,358,451,1,Great ride
1230,1230,218,103,5,Average service
1231,1231,103,117,5,Driver was polite
1232,1232,461,29,3,Could be better
1233,1233,590,61,1,Could be better
1234,1234,595,269,2,Good experience
1235,1235,143,7,2,Great ride
1236,1236,231,148,4,Driver was polite
1237,1237,738,322,5,Driver was polite
1238,1238,241,456,2,Average service
1239,1239,573,287,1,Great ride
1240,1240,577,96,2,Very comfortable
1241,1241,573,245,4,Driver was polite
1242,1242,914,283,1,Very comfortable
1243,1243,871,170,2,Great ride
1244,1244,446,258,4,Could be better
1245,1245,358,122,4,Driver was polite
1246,1246,764,81,1,Great ride
1247,1247,908,104,5,Could be better
1248,1248,296,155,1,Driver was polite
1249,1249,491,426,5,Very comfortable
1250,1250,942,177,5,Average service
1251,1251,659,386,3,Could be better
1252,1252,588,13,4,Could be better
1253,1253,314,457,3,Great ride
1254,1254,365,310,5,Great ride
1255,1255,522,101,2,Average service
1256,1256,651,327,2,Very comfortable
1257,1257,724,147,4,Good experience
1258,1258,934,192,4,Very comfortable
1259,1259,77,291,5,Good experience
1260,1260,626,204,3,Average service
1261,1261,404,472,4,Average service
1262,1262,831,469,1,Good experience
1263,1263,844,288,5,Good experience
1264,1264,258,301,2,Very comfortable
1265,1265,993,233,1,Great ride
1266,1266,602,408,4,Great ride
1267,1267,244,271,4,Great ride
1268,1268,546,294,1,Driver was polite
1269,1269,100,127,1,Good experience
1270,1270,776,309,5,Very comfortable
1271,1271,207,449,3,Could be better
1272,1272,542,473,3,Great ride
1273,1273,51,37,1,Very comfortable
1274,1274,109,455,4,Very comfortable
1275,1275,593,207,5,Good experience
1276,1276,995,158,4,Good experience
1277,1277,984,449,2,Driver was polite
1278,1278,44,143,4,Good experience
1279,1279,532,65,4,Average service
1280,1280,256,38,3,Great ride
1281,1281,690,317,5,Driver was polite
1282,1282,907,400,5,Driver was polite
1283,1283,535,70,4,Average service
1284,1284,109,471,1,Great ride
1285,1285,395,493,3,Could be better
1286,1286,295,299,4,Driver was polite
1287,1287,381,21,5,Could be better
1288,1288,145,155,2,Great ride
1289,1289,696,65,1,Great ride
1290,1290,156,412,2,Driver was polite
1291,1291,86,281,1,Could be better
1292,1292,18,117,3,Great ride
1293,1293,759,35,2,Could be better
1294,1294,937,430,4,Driver was polite
1295,1295,371,239,2,Average service
1296,1296,158,142,3,Great ride
1297,1297,414,51,4,Average service
1298,1298,937,56,4,Average service
1299,1299,644,357,4,Good experience
1300,1300,300,178,5,Average service
1301,1301,220,77,4,Very comfortable
1302,1302,213,277,5,Very comfortable
1303,1303,156,447,1,Could be better
1304,1304,891,484,5,Good experience
1305,1305,711,491,2,Very comfortable
1306,1306,231,353,4,Good experience
1307,1307,179,319,1,Average service
1308,1308,536,5,3,Very comfortable
1309,1309,891,462,3,Very comfortable
1310,1310,851,433,4,Average service
1311,1311,40,19,1,Could be better
1312,1312,783,382,4,Great ride
1313,1313,9,208,2,Very comfortable
1314,1314,925,19,3,Very comfortable
1315,1315,704,30,1,Very comfortable
1316,1316,158,279,1,Good experience
1317,1317,469,94,4,Driver was polite
1318,1318,730,462,3,Could be better
1319,1319,527,191,5,Average service
1320,1320,173,323,2,Very comfortable
1321,1321,119,104,4,Average service
1322,1322,426,325,1,Average service
1323,1323,145,73,4,Driver was polite
1324,1324,497,145,3,Could be better
1325,1325,31,127,5,Average service
1326,1326,59,347,2,Average service
1327,1327,830,186,4,Driver was polite
1328,1328,766,211,4,Driver was polite
1329,1329,208,437,1,Good experience
1330,1330,741,209,4,Very comfortable
1331,1331,960,495,1,Great ride
1332,1332,223,445,4,Average service
1333,1333,109,458,2,Good experience
1334,1334,982,348,4,Could be better
1335,1335,869,315,1,Driver was polite
1336,1336,935,110,2,Could be better
1337,1337,679,198,3,Very comfortable
1338,1338,440,166,1,Good experience
1339,1339,786,330,5,Great ride
1340,1340,996,229,1,Driver was polite
1341,1341,517,43,2,Average service
1342,1342,322,111,2,Driver was polite
1343,1343,981,430,4,Great ride
1344,1344,704,423,3,Very comfortable
1345,1345,539,126,3,Could be better
1346,1346,298,29,4,Very comfortable
1347,1347,719,448,3,Driver was polite
1348,1348,314,40,3,Great ride
1349,1349,236,357,4,Good experience
1350,1350,310,114,3,Very comfortable
1351,1351,777,202,1,Good experience
1352,1352,638,63,1,Could be better
1353,1353,221,290,2,Average service
1354,1354,449,132,4,Good experience
1355,1355,311,478,2,Great ride
1356,1356,75,162,3,Average service
1357,1357,755,430,5,Great ride
1358,1358,224,329,2,Good experience
1359,1359,145,63,1,Good experience
1360,1360,405,73,3,Driver was polite
1361,1361,846,224,5,Good experience
1362,1362,263,311,2,Good experience
1363,1363,924,198,3,Could be better
1364,1364,711,443,3,Driver was polite
1365,1365,906,177,1,Average service
1366,1366,231,51,4,Driver was polite
1367,1367,865,178,2,Could be better
1368,1368,771,379,2,Very comfortable
1369,1369,516,90,4,Great ride
1370,1370,607,79,4,Average service
1371,1371,304,410,4,Very comfortable
1372,1372,863,2,3,Great ride
1373,1373,426,135,2,Very comfortable
1374,1374,152,223,3,Very comfortable
1375,1375,462,146,3,Very comfortable
1376,1376,412,2,2,Driver was polite
1377,1377,221,458,5,Very comfortable
1378,1378,99,309,4,Average service
1379,1379,734,303,4,Great ride
1380,1380,492,312,2,Could be better
1381,1381,623,13,3,Great ride
1382,1382,146,95,4,Could be better
1383,1383,736,478,2,Driver was polite
1384,1384,240,26,5,Good experience
1385,1385,848,216,4,Great ride
1386,1386,735,18,1,Driver was polite
1387,1387,811,388,5,Great ride
1388,1388,705,387,2,Driver was polite
1389,1389,401,85,1,Average service
1390,1390,8,70,4,Could be better
1391,1391,965,156,3,Great ride
1392,1392,472,427,5,Great ride
1393,1393,270,489,5,Average service
1394,1394,117,322,3,Driver was polite
1395,1395,205,148,2,Good experience
1396,1396,724,144,1,Driver was polite
1397,1397,566,474,5,Great ride
1398,1398,325,437,1,Driver was polite
1399,1399,239,185,1,Could be better
1400,1400,826,350,4,Good experience
1401,1401,425,283,2,Average service
1402,1402,446,219,3,Average service
1403,1403,187,266,4,Could be better
1404,1404,604,353,3,Could be better
1405,1405,432,170,3,Very comfortable
1406,1406,84,30,5,Could be better
1407,1407,738,284,4,Great ride
1408,1408,8,114,3,Great ride
1409,1409,597,461,5,Good experience
1410,1410,908,496,2,Very comfortable
1411,1411,193,233,2,Average service
1412,1412,241,388,4,Driver was polite
1413,1413,85,40,3,Driver was polite
1414,1414,198,216,1,Good experience
1415,1415,291,110,3,Good experience
1416,1416,483,24,3,Very comfortable
1417,1417,418,134,5,Could be better
1418,1418,974,133,4,Average service
1419,1419,87,175,2,Driver was polite
1420,1420,986,473,4,Very comfortable
1421,1421,651,282,3,Average service
1422,1422,105,163,2,Good experience
1423,1423,319,250,3,Good experience
1424,1424,344,3,2,Average service
1425,1425,477,38,5,Very comfortable
1426,1426,236,28,2,Could be better
1427,1427,834,258,4,Could be better
1428,1428,165,200,3,Great ride
1429,1429,229,130,1,Average service
1430,1430,93,320,1,Good experience
1431,1431,997,318,1,Driver was polite
1432,1432,336,173,4,Could be better
1433,1433,933,53,4,Could be better
1434,1434,316,208,2,Very comfortable
1435,1435,828,80,4,Great ride
1436,1436,168,491,1,Great ride
1437,1437,411,298,1,Great ride
1438,1438,549,366,1,Average service
1439,1439,53,59,3,Very comfortable
1440,1440,672,82,4,Driver was polite
1441,1441,404,474,2,Driver was polite
1442,1442,593,78,1,Average service
1443,1443,807,161,1,Very comfortable
1444,1444,516,154,5,Driver was polite
1445,1445,133,242,2,Very comfortable
1446,1446,615,67,5,Average service
1447,1447,874,332,1,Driver was polite
1448,1448,55,77,1,Driver was polite
1449,1449,399,415,2,Driver was polite
1450,1450,710,258,1,Good experience
1451,1451,82,403,5,Average service
1452,1452,1000,2,4,Could be better
1453,1453,76,98,2,Good experience
1454,1454,702,169,5,Average service
1455,1455,979,136,2,Very comfortable
1456,1456,766,128,2,Very comfortable
1457,1457,953,408,4,Good experience
1458,1458,609,389,3,Good experience
1459,1459,533,486,4,Very comfortable
1460,1460,568,480,1,Could be better
1461,1461,325,432,1,Great ride
1462,1462,174,339,4,Could be better
1463,1463,969,418,3,Could be better
1464,1464,479,79,5,Driver was polite
1465,1465,802,430,4,Driver was polite
1466,1466,806,286,5,Driver was polite
1467,1467,927,130,4,Great ride
1468,1468,198,179,5,Driver was polite
1469,1469,927,212,5,Driver was polite
1470,1470,91,195,1,Very comfortable
1471,1471,4,217,3,Great ride
1472,1472,291,244,4,Very comfortable
1473,1473,41,142,5,Good experience
1474,1474,755,279,5,Driver was polite
1475,1475,623,188,1,Could be better
1476,1476,902,344,4,Driver was polite
1477,1477,930,99,4,Average service
1478,1478,73,320,5,Average service
1479,1479,625,104,4,Driver was polite
1480,1480,874,213,4,Good experience
1481,1481,275,411,1,Driver was polite
1482,1482,565,2,2,Very comfortable
1483,1483,943,136,5,Very comfortable
1484,1484,951,197,1,Could be better
1485,1485,102,78,3,Driver was polite
1486,1486,907,288,4,Great ride
1487,1487,510,356,5,Average service
1488,1488,927,58,4,Great ride
1489,1489,664,496,3,Driver was polite
1490,1490,490,339,3,Very comfortable
1491,1491,344,159,2,Average service
1492,1492,35,161,2,Great ride
1493,1493,580,240,4,Could be better
1494,1494,998,310,5,Driver was polite
1495,1495,652,475,5,Could be better
1496,1496,36,320,3,Average service
1497,1497,809,97,4,Very comfortable
1498,1498,65,413,3,Very comfortable
1499,1499,348,102,5,Very comfortable
1500,1500,869,399,1,Very comfortable
1501,1501,232,173,4,Good experience
1502,1502,622,356,3,Very comfortable
1503,1503,82,313,5,Could be better
1504,1504,42,421,4,Average service
1505,1505,65,453,1,Great ride
1506,1506,982,397,3,Driver was polite
1507,1507,357,127,4,Good experience
1508,1508,990,246,5,Average service
1509,1509,452,33,3,Very comfortable
1510,1510,382,245,1,Could be better
1511,1511,60,409,2,Great ride
1512,1512,563,319,4,Could be better
1513,1513,450,146,4,Could be better
1514,1514,974,493,5,Average service
1515,1515,876,180,5,Could be better
1516,1516,416,195,5,Very comfortable
1517,1517,452,459,4,Great ride
1518,1518,966,320,3,Good experience
1519,1519,509,392,3,Average service
1520,1520,382,171,1,Great ride
1521,1521,190,255,5,Average service
1522,1522,566,371,5,Very comfortable
1523,1523,80,35,5,Could be better
1524,1524,955,356,3,Great ride
1525,1525,873,165,2,Average service
1526,1526,598,231,1,Could be better
1527,1527,333,220,3,Great ride
1528,1528,556,331,5,Good experience
1529,1529,872,353,1,Good experience
1530,1530,753,47,4,Could be better
1531,1531,694,426,3,Average service
1532,1532,640,170,3,Great ride
1533,1533,298,361,1,Could be better
1534,1534,510,83,1,Great ride
1535,1535,639,44,2,Could be better
1536,1536,433,410,4,Good experience
1537,1537,196,56,5,Good experience
1538,1538,103,157,4,Good experience
1539,1539,364,344,1,Great ride
1540,1540,300,449,3,Great ride
1541,1541,539,455,5,Driver was polite
1542,1542,378,340,5,Driver was polite
1543,1543,67,416,1,Great ride
1544,1544,267,408,3,Could be better
1545,1545,736,249,4,Great ride
1546,1546,959,423,3,Great ride
1547,1547,20,312,3,Good experience
1548,1548,981,102,2,Good experience
1549,1549,803,150,5,Driver was polite
1550,1550,675,476,4,Great ride
1551,1551,929,311,2,Good experience
1552,1552,725,246,2,Driver was polite
1553,1553,6,440,1,Driver was polite
1554,1554,511,425,1,Great ride
1555,1555,385,262,1,Very comfortable
1556,1556,706,196,3,Driver was polite
1557,1557,335,146,5,Great ride
1558,1558,74,310,2,Very comfortable
1559,1559,63,212,2,Great ride
1560,1560,584,370,4,Good experience
1561,1561,373,350,5,Great ride
1562,1562,277,420,1,Great ride
1563,1563,178,211,2,Could be better
1564,1564,495,301,2,Could be better
1565,1565,257,237,2,Could be better
1566,1566,999,375,3,Good experience
1567,1567,666,284,3,Great ride
1568,1568,933,107,2,Good experience
1569,1569,131,277,2,Great ride
1570,1570,146,147,3,Very comfortable
1571,1571,329,142,4,Great ride
1572,1572,45,111,3,Average service
1573,1573,972,144,4,Average service
1574,1574,835,167,5,Driver was polite
1575,1575,764,443,5,Good experience
1576,1576,949,225,5,Average service
1577,1577,2,255,5,Driver was polite
1578,1578,768,356,2,Very comfortable
1579,1579,101,469,3,Driver was polite
1580,1580,741,313,4,Great ride
1581,1581,803,155,1,Very comfortable
1582,1582,715,134,1,Driver was polite
1583,1583,32,311,4,Average service
1584,1584,102,160,5,Average service
1585,1585,654,301,2,Could be better
1586,1586,462,329,3,Great ride
1587,1587,424,68,3,Driver was polite
1588,1588,568,120,1,Very comfortable
1589,1589,459,429,2,Good experience
1590,1590,764,209,2,Average service
1591,1591,26,328,4,Driver was polite
1592,1592,934,65,4,Could be better
1593,1593,705,263,3,Good experience
1594,1594,610,420,2,Driver was polite
1595,1595,204,453,4,Great ride
1596,1596,721,456,2,Good experience
1597,1597,950,440,1,Very comfortable
1598,1598,774,124,4,Good experience
1599,1599,643,480,2,Average service
1600,1600,952,349,2,Very comfortable
1601,1601,253,262,4,Average service
1602,1602,667,15,1,Average service
1603,1603,552,445,3,Great ride
1604,1604,821,237,4,Could be better
1605,1605,483,174,5,Great ride
1606,1606,700,159,2,Driver was polite
1607,1607,680,472,3,Average service
1608,1608,177,238,5,Great ride
1609,1609,696,406,1,Average service
1610,1610,86,427,4,Driver was polite
1611,1611,541,219,2,Driver was polite
1612,1612,436,398,4,Could be better
1613,1613,604,500,1,Average service
1614,1614,622,183,4,Driver was polite
1615,1615,967,118,5,Could be better
1616,1616,990,78,3,Average service
1617,1617,337,99,1,Average service
1618,1618,66,61,2,Driver was polite
1619,1619,736,328,2,Good experience
1620,1620,896,234,1,Could be better
1621,1621,462,3,4,Very comfortable
1622,1622,429,270,2,Could be better
1623,1623,525,40,1,Great ride
1624,1624,990,179,1,Driver was polite
1625,1625,255,245,5,Good experience
1626,1626,460,117,5,Good experience
1627,1627,822,97,5,Great ride
1628,1628,122,242,2,Average service
1629,1629,175,105,1,Great ride
1630,1630,31,394,5,Very comfortable
1631,1631,476,182,4,Very comfortable
1632,1632,694,82,2,Good experience
1633,1633,272,265,1,Driver was polite
1634,1634,972,328,5,Could be better
1635,1635,896,497,5,Average service
1636,1636,558,125,5,Driver was polite
1637,1637,404,130,3,Good experience
1638,1638,337,351,2,Could be better
1639,1639,109,437,1,Average service
1640,1640,278,139,4,Good experience
1641,1641,973,74,5,Great ride
1642,1642,316,310,1,Driver was polite
1643,1643,53,442,1,Average service
1644,1644,26,279,5,Very comfortable
1645,1645,160,158,2,Great ride
1646,1646,162,55,5,Great ride
1647,1647,195,176,4,Average service
1648,1648,860,297,4,Good experience
1649,1649,124,101,2,Average service
1650,1650,934,456,2,Average service
1651,1651,659,40,5,Could be better
1652,1652,634,33,1,Could be better
1653,1653,587,349,5,Driver was polite
1654,1654,201,486,3,Great ride
1655,1655,364,154,1,Average service
1656,1656,640,185,2,Great ride
1657,1657,447,186,1,Could be better
1658,1658,553,82,4,Driver was polite
1659,1659,669,56,4,Average service
1660,1660,113,136,1,Good experience
1661,1661,299,7,2,Driver was polite
1662,1662,201,33,5,Could be better
1663,1663,537,325,1,Driver was polite
1664,1664,993,283,5,Very comfortable
1665,1665,899,106,5,Very comfortable
1666,1666,439,269,3,Great ride
1667,1667,353,264,5,Very comfortable
1668,1668,810,65,3,Driver was polite
1669,1669,496,7,5,Good experience
1670,1670,255,278,3,Driver was polite
1671,1671,54,164,1,Average service
1672,1672,295,243,1,Could be better
1673,1673,909,161,3,Good experience
1674,1674,758,261,1,Average service
1675,1675,619,427,3,Good experience
1676,1676,848,173,4,Good experience
1677,1677,812,466,4,Average service
1678,1678,815,474,3,Driver was polite
1679,1679,522,449,4,Good experience
1680,1680,705,43,3,Could be better
1681,1681,400,397,2,Good experience
1682,1682,90,370,4,Average service
1683,1683,118,183,4,Driver was polite
1684,1684,879,238,2,Average service
1685,1685,495,422,1,Average service
1686,1686,733,168,1,Great ride
1687,1687,447,245,1,Very comfortable
1688,1688,504,248,4,Could be better
1689,1689,660,256,3,Great ride
1690,1690,249,497,3,Driver was polite
1691,1691,256,413,5,Could be better
1692,1692,917,390,2,Good experience
1693,1693,290,174,4,Driver was polite
1694,1694,596,498,4,Driver was polite
1695,1695,662,200,5,Average service
1696,1696,173,301,4,Great ride
1697,1697,542,130,5,Driver was polite
1698,1698,664,308,1,Very comfortable
1699,1699,561,306,1,Good experience
1700,1700,979,201,5,Good experience
1701,1701,594,416,1,Great ride
1702,1702,503,440,5,Good experience
1703,1703,795,100,5,Could be better
1704,1704,284,218,3,Good experience
1705,1705,942,465,3,Good experience
1706,1706,624,479,1,Average service
1707,1707,701,108,2,Could be better
1708,1708,98,368,3,Average service
1709,1709,748,435,2,Great ride
1710,1710,287,240,5,Great ride
