trip_id,customer_id,driver_id,pickup_location,drop_location,distance_km,fare_amount,payment_method,trip_status,trip_timestamp
682,110,447,Banjara Hills,Indiranagar,13.88,215.48,Card,Completed,2025-08-05 13:22:29
683,404,234,Andheri,Hitech City,24.38,574.3,UPI,Completed,2025-10-31 07:15:45
684,409,69,Banjara Hills,Hitech City,17.78,291.1,Cash,Completed,2025-12-08 20:37:23
685,629,184,Whitefield,Banjara Hills,3.09,47.98,UPI,Completed,2026-04-11 21:18:00
686,203,247,Indiranagar,Gachibowli,2.22,40.26,Cash,Completed,2025-09-02 15:23:52
687,188,12,Banjara Hills,Koramangala,16.74,395.11,Card,Completed,2026-04-10 10:13:52
688,219,146,Hitech City,Gachibowli,4.35,88.86,Card,Completed,2026-03-21 08:16:55
689,419,306,Gachibowli,Indiranagar,16.31,267.73,UPI,Completed,2025-11-11 05:44:53
690,653,249,Indiranagar,Koramangala,3.3,79.63,UPI,Cancelled,2025-11-20 03:47:04
691,749,227,Hitech City,Indiranagar,27.15,497.39,Cash,Completed,2026-02-02 13:55:10
692,782,384,Koramangala,Gachibowli,9.04,175.69,Card,Completed,2026-05-06 14:24:05
693,899,385,Banjara Hills,Connaught Place,6.48,100.24,Cash,Completed,2026-05-20 23:07:41
694,294,32,Whitefield,Hitech City,2.88,68.46,Cash,Completed,2026-07-05 08:57:50
695,735,120,Whitefield,Whitefield,25.95,441.47,UPI,Cancelled,2026-06-20 21:24:19
696,591,438,Indiranagar,Hitech City,12.71,231.1,UPI,Completed,2025-08-07 14:30:51
697,577,270,Connaught Place,Koramangala,4.68,111.55,UPI,Completed,2025-09-15 11:09:22
698,11,92,Koramangala,Indiranagar,21.12,491.0,Cash,Completed,2026-02-20 17:45:42
699,592,40,Andheri,Koramangala,4.7,76.61,Card,Completed,2025-12-03 02:12:53
700,721,91,Connaught Place,Indiranagar,16.69,325.05,Card,Completed,2026-02-20 20:13:08
701,580,153,Andheri,Whitefield,2.06,37.6,UPI,Completed,2025-09-29 12:50:46
702,555,253,Koramangala,Gachibowli,9.25,211.03,Card,Completed,2026-06-20 01:12:31
703,43,34,Indiranagar,Andheri,7.46,117.39,Cash,Completed,2025-11-25 22:13:26
704,346,376,Connaught Place,Koramangala,26.86,484.36,Card,Cancelled,2026-07-07 02:10:43
705,856,457,Andheri,Koramangala,12.53,224.89,Cash,Completed,2026-05-05 12:05:30
706,209,3,Andheri,Whitefield,15.3,275.63,Cash,Completed,2025-12-03 04:10:52
707,740,66,Koramangala,Gachibowli,25.41,508.51,Cash,Completed,2025-11-03 04:33:42
708,816,395,Andheri,Hitech City,27.1,623.17,UPI,Completed,2025-12-31 15:31:34
709,702,416,Koramangala,Connaught Place,25.29,610.12,UPI,Completed,2025-10-21 16:29:34
710,72,382,Koramangala,Koramangala,5.25,95.58,UPI,Cancelled,2026-02-22 14:54:31
711,966,393,Connaught Place,Whitefield,18.7,328.41,Cash,Completed,2026-06-10 16:20:18
712,818,154,Connaught Place,Gachibowli,20.69,492.61,Cash,Completed,2025-10-13 09:47:44
713,4,430,Gachibowli,Whitefield,18.61,369.08,Card,Completed,2026-01-19 10:07:16
714,292,235,Whitefield,Indiranagar,5.54,124.86,Card,Completed,2026-07-22 15:37:33
715,272,399,Andheri,Banjara Hills,5.83,97.19,Cash,Completed,2025-08-01 18:35:22
716,240,443,Connaught Place,Andheri,3.58,67.2,Card,Completed,2025-12-09 23:26:43
717,428,23,Hitech City,Gachibowli,29.81,533.76,Cash,Completed,2025-10-16 04:42:52
718,914,499,Banjara Hills,Connaught Place,3.43,66.96,Card,Completed,2026-03-12 04:37:47
719,243,277,Whitefield,Hitech City,12.04,200.75,Cash,Cancelled,2026-04-17 07:06:44
720,471,305,Banjara Hills,Connaught Place,6.02,140.92,Cash,Completed,2026-02-03 10:31:22
721,93,199,Indiranagar,Andheri,11.64,209.06,UPI,Cancelled,2025-09-03 16:25:35
722,133,27,Banjara Hills,Whitefield,15.01,346.36,UPI,Completed,2026-03-19 08:09:17
723,84,28,Indiranagar,Banjara Hills,16.0,308.39,Cash,Completed,2025-08-25 02:19:43
724,626,126,Koramangala,Banjara Hills,9.79,195.62,UPI,Completed,2026-06-30 02:49:32
725,948,172,Whitefield,Koramangala,14.88,244.29,Card,Completed,2025-09-15 20:39:10
726,686,78,Connaught Place,Indiranagar,29.46,594.2,Card,Completed,2026-05-25 05:17:33
727,127,304,Indiranagar,Andheri,18.72,427.44,UPI,Completed,2026-03-27 20:20:24
728,198,186,Whitefield,Gachibowli,6.45,117.43,Card,Completed,2025-07-26 17:20:13
729,697,139,Gachibowli,Hitech City,6.56,113.3,UPI,Completed,2026-05-08 02:30:19
730,455,225,Andheri,Indiranagar,26.68,665.02,Card,Completed,2026-02-14 18:21:06
731,384,63,Connaught Place,Koramangala,4.39,87.09,Cash,Completed,2026-05-10 15:04:18
732,987,404,Connaught Place,Indiranagar,19.44,408.78,Card,Cancelled,2025-08-28 08:11:31
733,322,125,Hitech City,Gachibowli,11.28,191.06,Cash,Completed,2026-01-12 14:50:10
734,41,250,Hitech City,Banjara Hills,4.39,103.79,UPI,Completed,2025-10-19 08:16:12
735,347,248,Indiranagar,Gachibowli,3.92,63.84,UPI,Completed,2026-06-05 01:45:11
736,307,401,Koramangala,Whitefield,22.33,426.68,UPI,Cancelled,2026-06-13 02:34:00
737,255,55,Koramangala,Andheri,14.52,329.92,UPI,Completed,2025-10-26 00:29:14
738,443,363,Koramangala,Koramangala,12.95,277.75,Card,Completed,2026-04-18 15:43:04
739,175,43,Hitech City,Indiranagar,12.98,201.39,Card,Completed,2026-05-18 09:28:10
740,217,204,Andheri,Andheri,17.61,313.39,Cash,Completed,2026-05-18 09:48:31
741,582,100,Whitefield,Hitech City,23.3,479.22,UPI,Completed,2026-06-18 09:03:05
742,40,424,Whitefield,Connaught Place,8.61,138.98,Card,Cancelled,2026-04-03 20:30:42
743,383,267,Hitech City,Andheri,18.85,409.3,Card,Completed,2025-12-13 07:30:20
744,988,192,Koramangala,Connaught Place,9.81,192.41,Cash,Completed,2026-05-14 01:21:33
745,805,236,Gachibowli,Connaught Place,6.21,146.69,Card,Cancelled,2026-07-07 11:27:27
746,874,446,Banjara Hills,Hitech City,29.28,596.75,Cash,Completed,2026-06-11 18:19:35
747,883,44,Gachibowli,Connaught Place,4.12,62.13,Cash,Completed,2025-08-20 08:31:26
748,902,170,Whitefield,Indiranagar,25.25,591.87,Cash,Completed,2026-05-04 11:34:03
749,185,474,Hitech City,Whitefield,20.21,478.8,Cash,Completed,2026-03-02 10:58:19
750,326,484,Banjara Hills,Hitech City,6.49,144.0,Card,Cancelled,2026-03-16 06:37:56
751,810,36,Gachibowli,Koramangala,2.46,59.51,Card,Completed,2025-12-21 18:42:04
752,776,272,Connaught Place,Indiranagar,21.25,461.01,UPI,Completed,2025-12-09 01:37:57
753,764,63,Banjara Hills,Banjara Hills,6.96,150.97,UPI,Cancelled,2026-04-02 04:34:48
754,869,224,Hitech City,Indiranagar,17.35,347.39,Card,Completed,2026-01-12 13:38:58
755,11,366,Connaught Place,Connaught Place,11.77,245.76,Card,Cancelled,2026-03-20 05:20:59
756,689,361,Indiranagar,Indiranagar,18.27,366.78,UPI,Cancelled,2025-08-17 11:57:01
757,924,209,Koramangala,Gachibowli,6.29,139.03,Cash,Completed,2026-03-13 20:50:34
758,46,122,Koramangala,Indiranagar,16.33,290.95,Card,Completed,2026-05-04 16:42:18
759,488,78,Koramangala,Whitefield,14.96,333.3,Cash,Completed,2026-03-10 09:28:53
760,142,303,Hitech City,Andheri,20.94,521.38,Cash,Completed,2026-06-08 14:50:07
761,691,423,Koramangala,Andheri,18.72,419.58,Cash,Cancelled,2026-07-11 19:20:16
762,107,186,Banjara Hills,Whitefield,18.98,312.66,Card,Completed,2026-03-01 07:40:23
763,639,363,Andheri,Hitech City,28.92,580.86,Card,Completed,2025-09-23 13:48:17
764,464,312,Koramangala,Indiranagar,4.82,95.12,Cash,Completed,2025-09-10 18:50:51
765,866,109,Indiranagar,Connaught Place,26.17,418.29,Card,Completed,2026-01-13 13:43:03
766,397,47,Koramangala,Connaught Place,22.42,366.7,UPI,Cancelled,2025-10-24 13:21:20
767,422,108,Hitech City,Whitefield,15.06,317.71,UPI,Completed,2026-02-19 05:05:13
768,309,396,Andheri,Hitech City,8.69,199.6,UPI,Completed,2026-04-25 15:06:22
769,152,117,Connaught Place,Koramangala,12.27,229.68,Cash,Completed,2026-07-19 16:07:15
770,898,87,Whitefield,Koramangala,19.03,320.77,UPI,Completed,2026-02-08 08:28:49
771,331,6,Gachibowli,Whitefield,2.32,56.86,UPI,Completed,2026-01-28 18:16:44
772,207,124,Gachibowli,Andheri,3.94,74.14,Cash,Completed,2025-09-18 22:02:48
773,59,436,Andheri,Koramangala,8.02,179.35,Cash,Completed,2026-05-11 07:24:32
774,305,146,Connaught Place,Andheri,5.85,102.17,Card,Completed,2025-12-13 17:55:42
775,409,380,Hitech City,Hitech City,26.1,421.92,Card,Cancelled,2026-02-01 08:42:33
776,384,384,Whitefield,Koramangala,18.76,444.46,Cash,Cancelled,2026-03-07 15:10:59
777,105,240,Gachibowli,Indiranagar,2.39,39.93,Card,Completed,2026-05-16 07:50:25
778,98,408,Banjara Hills,Indiranagar,20.28,313.26,UPI,Completed,2026-04-20 10:54:03
779,4,236,Andheri,Gachibowli,5.98,101.34,Cash,Completed,2025-09-26 01:57:04
780,859,98,Koramangala,Connaught Place,26.12,634.8,Cash,Completed,2025-08-04 15:43:32
781,330,50,Andheri,Whitefield,2.13,37.78,Card,Completed,2025-09-28 21:38:26
782,141,427,Connaught Place,Andheri,2.81,60.98,Card,Completed,2025-11-29 21:32:57
783,980,239,Gachibowli,Gachibowli,20.69,349.58,Card,Completed,2025-12-26 15:05:12
784,844,231,Gachibowli,Andheri,3.22,68.71,Cash,Completed,2025-10-25 07:06:34
785,479,215,Gachibowli,Koramangala,29.99,491.05,Cash,Cancelled,2025-10-05 14:16:18
786,365,1,Andheri,Indiranagar,11.6,195.88,Cash,Completed,2026-03-08 01:31:50
787,397,150,Koramangala,Connaught Place,27.13,537.83,Card,Completed,2026-05-06 18:19:06
788,772,282,Banjara Hills,Andheri,25.57,448.91,Cash,Completed,2025-10-05 06:27:43
789,470,277,Gachibowli,Indiranagar,10.7,258.53,Cash,Completed,2026-04-08 16:11:07
790,858,248,Andheri,Hitech City,3.49,64.3,UPI,Cancelled,2026-04-14 14:11:17
791,587,308,Gachibowli,Andheri,24.97,389.66,Card,Completed,2025-12-28 15:04:41
792,752,293,Connaught Place,Indiranagar,26.68,519.33,Card,Completed,2026-07-12 03:14:46
793,336,243,Andheri,Connaught Place,26.68,458.22,Card,Completed,2025-12-28 03:56:45
794,574,456,Banjara Hills,Banjara Hills,29.87,560.95,Cash,Completed,2026-03-02 18:12:23
795,976,6,Banjara Hills,Andheri,23.67,450.87,UPI,Completed,2025-07-31 18:31:07
796,167,143,Whitefield,Connaught Place,27.39,596.76,Cash,Cancelled,2026-01-29 13:58:51
797,1000,80,Banjara Hills,Indiranagar,2.45,41.5,UPI,Completed,2026-02-26 04:56:54
798,239,253,Andheri,Hitech City,21.36,448.36,UPI,Cancelled,2025-08-12 18:37:58
799,113,289,Gachibowli,Hitech City,23.53,569.2,UPI,Cancelled,2026-01-14 08:23:51
800,12,424,Koramangala,Connaught Place,22.2,430.73,UPI,Completed,2026-05-18 08:21:34
801,401,139,Indiranagar,Indiranagar,13.4,266.1,Cash,Cancelled,2026-06-07 18:09:26
802,601,429,Whitefield,Hitech City,27.41,606.79,UPI,Completed,2026-04-25 07:20:18
803,67,451,Whitefield,Indiranagar,17.23,297.45,Cash,Completed,2025-12-17 12:23:36
804,387,323,Koramangala,Gachibowli,2.92,61.93,Cash,Completed,2026-02-04 05:50:12
805,909,58,Indiranagar,Whitefield,15.07,349.68,Card,Completed,2026-01-23 10:36:15
806,705,461,Hitech City,Andheri,20.18,407.95,UPI,Cancelled,2026-04-16 14:21:46
807,721,162,Koramangala,Connaught Place,7.02,170.61,Card,Completed,2026-03-12 19:25:54
808,41,113,Banjara Hills,Indiranagar,4.46,111.31,UPI,Completed,2025-10-26 14:42:40
809,229,35,Indiranagar,Banjara Hills,13.85,258.07,Card,Completed,2026-07-19 07:58:29
810,815,5,Gachibowli,Whitefield,10.51,216.62,Cash,Completed,2025-11-14 13:55:25
811,938,497,Connaught Place,Koramangala,18.06,302.19,Cash,Completed,2025-09-09 23:20:21
812,698,451,Andheri,Connaught Place,17.36,317.62,Cash,Completed,2026-03-16 16:38:04
813,664,12,Connaught Place,Hitech City,15.03,329.21,Card,Completed,2026-01-09 08:18:17
814,505,345,Banjara Hills,Andheri,15.96,397.57,Card,Cancelled,2026-07-12 05:34:03
815,196,314,Hitech City,Gachibowli,26.6,631.4,Cash,Completed,2026-07-16 08:10:29
816,245,259,Whitefield,Banjara Hills,6.6,164.02,Cash,Cancelled,2026-05-15 08:43:57
817,49,386,Banjara Hills,Whitefield,29.32,694.9,Cash,Completed,2025-11-01 02:04:49
818,506,55,Whitefield,Hitech City,6.02,126.09,Cash,Completed,2026-03-30 16:25:37
819,274,323,Koramangala,Connaught Place,7.38,172.45,Cash,Completed,2026-05-11 20:27:21
820,237,187,Andheri,Gachibowli,20.01,468.58,Cash,Completed,2026-03-02 05:58:26
821,432,451,Hitech City,Indiranagar,4.83,94.35,Card,Cancelled,2025-12-02 01:23:44
822,532,434,Andheri,Andheri,20.82,458.05,Cash,Completed,2025-11-15 17:50:41
823,305,298,Indiranagar,Banjara Hills,28.08,598.3,UPI,Completed,2025-11-26 04:34:55
824,92,237,Andheri,Hitech City,7.94,124.54,UPI,Cancelled,2026-03-23 02:15:57
825,712,453,Indiranagar,Indiranagar,26.85,517.53,UPI,Completed,2025-10-10 08:59:39
826,533,317,Connaught Place,Andheri,5.74,132.72,UPI,Completed,2025-09-16 17:47:25
827,911,465,Whitefield,Koramangala,27.36,515.6,UPI,Completed,2026-02-08 20:54:21
828,177,56,Whitefield,Gachibowli,23.03,396.76,UPI,Completed,2026-01-17 08:22:47
829,478,55,Hitech City,Gachibowli,21.96,341.16,Cash,Cancelled,2026-01-11 00:18:55
830,511,110,Whitefield,Gachibowli,14.45,339.43,Card,Completed,2025-08-04 03:15:31
831,30,188,Gachibowli,Andheri,14.31,278.29,Cash,Completed,2026-02-27 23:17:59
832,866,18,Connaught Place,Banjara Hills,7.22,130.83,Card,Completed,2025-09-08 09:13:51
833,86,421,Connaught Place,Indiranagar,8.03,182.27,Card,Completed,2026-06-28 16:49:43
834,186,274,Hitech City,Hitech City,5.44,91.04,Card,Completed,2026-06-15 14:29:58
835,252,146,Andheri,Gachibowli,8.06,166.85,Cash,Completed,2026-04-24 10:20:43
836,219,473,Whitefield,Andheri,24.7,377.68,Cash,Completed,2025-11-21 10:39:05
837,909,362,Koramangala,Koramangala,26.57,514.22,Card,Completed,2025-08-16 22:03:21
838,701,493,Andheri,Whitefield,4.99,85.13,Cash,Completed,2026-05-14 23:49:25
839,813,53,Koramangala,Indiranagar,8.81,142.03,Card,Completed,2025-08-09 08:02:32
840,611,184,Whitefield,Gachibowli,7.53,118.2,Card,Cancelled,2025-09-11 09:18:06
841,100,177,Banjara Hills,Indiranagar,7.33,145.55,Cash,Completed,2026-06-26 12:09:40
842,676,192,Koramangala,Banjara Hills,4.57,82.87,Cash,Completed,2026-06-16 01:24:12
843,849,435,Banjara Hills,Andheri,27.01,468.72,UPI,Cancelled,2025-12-19 01:13:13
844,718,157,Whitefield,Andheri,6.41,110.76,Card,Completed,2025-08-03 05:40:28
845,662,127,Hitech City,Gachibowli,14.93,365.85,Card,Completed,2026-03-02 18:55:58
846,143,324,Gachibowli,Gachibowli,4.1,66.33,Cash,Completed,2026-03-22 20:00:39
847,140,339,Indiranagar,Whitefield,11.86,296.19,Card,Completed,2026-01-21 02:01:41
848,106,458,Whitefield,Gachibowli,22.59,423.93,Cash,Completed,2025-12-15 16:43:28
849,834,104,Koramangala,Connaught Place,26.68,520.51,Cash,Cancelled,2025-10-08 22:46:38
850,176,64,Connaught Place,Connaught Place,9.21,187.5,UPI,Completed,2026-06-05 21:33:16
851,290,396,Koramangala,Connaught Place,24.54,479.1,UPI,Completed,2025-10-20 15:53:32
852,483,31,Andheri,Hitech City,3.86,57.98,UPI,Completed,2026-05-21 20:48:57
853,80,482,Whitefield,Banjara Hills,6.92,116.42,Cash,Completed,2026-05-07 01:06:41
854,945,80,Whitefield,Banjara Hills,16.63,346.48,UPI,Completed,2026-06-05 08:26:27
855,504,25,Whitefield,Connaught Place,11.93,203.55,Cash,Completed,2026-04-04 00:34:57
856,789,26,Banjara Hills,Connaught Place,28.98,679.35,Cash,Completed,2025-10-07 03:19:07
857,259,486,Connaught Place,Whitefield,14.71,285.15,Cash,Completed,2025-09-24 03:37:00
858,563,93,Andheri,Banjara Hills,23.28,399.43,Card,Cancelled,2026-03-09 04:12:45
859,217,8,Indiranagar,Hitech City,10.06,208.96,Cash,Cancelled,2025-08-20 21:44:51
860,241,433,Indiranagar,Banjara Hills,7.2,148.08,Cash,Completed,2025-07-25 06:19:23
861,32,309,Andheri,Whitefield,19.01,457.59,Cash,Completed,2026-03-31 02:35:43
862,592,272,Andheri,Gachibowli,9.03,192.21,Card,Completed,2025-10-15 01:21:10
863,861,127,Gachibowli,Connaught Place,9.57,163.66,Card,Completed,2026-04-16 07:46:06
864,824,483,Banjara Hills,Banjara Hills,16.87,332.12,Cash,Completed,2025-11-17 12:54:16
865,984,411,Koramangala,Banjara Hills,29.12,471.96,Cash,Completed,2026-06-16 03:43:43
866,48,106,Whitefield,Andheri,3.18,59.89,Card,Cancelled,2025-11-12 02:45:31
867,988,362,Hitech City,Hitech City,5.4,105.87,UPI,Completed,2026-04-22 20:20:59
868,549,466,Andheri,Hitech City,26.21,588.47,Cash,Cancelled,2026-03-21 07:18:54
869,724,265,Gachibowli,Hitech City,16.88,332.21,UPI,Cancelled,2026-05-24 08:17:19
870,317,190,Gachibowli,Hitech City,12.38,196.01,UPI,Cancelled,2025-10-28 06:40:37
871,225,286,Indiranagar,Gachibowli,23.12,462.14,Card,Cancelled,2026-05-25 05:39:42
872,760,348,Connaught Place,Banjara Hills,11.03,187.62,UPI,Completed,2026-03-10 20:40:48
873,414,469,Banjara Hills,Whitefield,9.7,167.83,Card,Completed,2025-09-06 10:33:45
874,460,165,Gachibowli,Gachibowli,6.39,142.24,UPI,Cancelled,2025-10-06 12:15:52
875,479,191,Gachibowli,Banjara Hills,13.95,253.07,UPI,Completed,2026-07-04 14:38:30
876,91,158,Andheri,Koramangala,20.49,423.47,UPI,Completed,2025-09-29 08:45:56
877,852,153,Koramangala,Indiranagar,29.04,497.42,Cash,Completed,2026-03-02 21:21:08
878,905,54,Indiranagar,Whitefield,25.49,611.27,UPI,Completed,2025-10-13 17:31:55
879,312,89,Koramangala,Hitech City,2.48,42.95,Cash,Completed,2026-03-18 08:45:27
880,968,225,Gachibowli,Banjara Hills,26.63,523.87,Cash,Cancelled,2025-08-08 23:14:26
881,190,272,Koramangala,Koramangala,5.02,101.55,UPI,Completed,2026-04-24 17:39:39
882,263,252,Indiranagar,Gachibowli,8.85,166.74,UPI,Completed,2025-08-14 20:46:14
883,819,43,Koramangala,Hitech City,16.08,393.63,Cash,Cancelled,2026-05-31 22:17:14
884,780,156,Connaught Place,Koramangala,9.7,176.94,Cash,Cancelled,2025-08-28 20:22:17
885,86,170,Gachibowli,Whitefield,15.28,340.84,Cash,Cancelled,2025-11-26 18:10:44
886,704,209,Banjara Hills,Connaught Place,6.8,111.9,Card,Completed,2025-11-26 10:31:50
887,91,478,Gachibowli,Andheri,9.54,237.76,UPI,Completed,2026-04-05 03:31:49
888,22,476,Indiranagar,Koramangala,14.08,251.66,Card,Cancelled,2025-10-24 22:42:06
889,329,393,Indiranagar,Gachibowli,11.67,181.43,UPI,Completed,2026-06-06 23:33:32
890,841,67,Connaught Place,Gachibowli,8.94,217.89,Card,Completed,2026-07-12 00:59:13
891,912,46,Hitech City,Connaught Place,24.13,489.98,UPI,Completed,2026-07-16 04:59:15
892,213,79,Indiranagar,Andheri,23.8,594.94,Cash,Completed,2025-08-13 14:27:25
893,939,242,Whitefield,Banjara Hills,29.32,718.4,UPI,Completed,2025-09-13 18:46:51
894,334,148,Connaught Place,Koramangala,5.33,112.4,Card,Completed,2025-07-29 18:20:13
895,563,490,Indiranagar,Gachibowli,11.74,195.49,Cash,Completed,2025-12-19 05:06:26
896,917,207,Koramangala,Indiranagar,6.31,139.55,Cash,Completed,2026-04-11 21:49:49
897,972,289,Andheri,Koramangala,16.33,362.22,Cash,Completed,2026-03-10 11:12:01
898,419,295,Connaught Place,Andheri,2.46,50.47,Cash,Completed,2026-02-17 20:09:33
899,521,285,Andheri,Gachibowli,20.62,491.49,Card,Cancelled,2026-06-11 18:49:00
900,401,186,Banjara Hills,Koramangala,14.09,257.11,Card,Completed,2026-01-31 22:36:13
901,607,494,Gachibowli,Connaught Place,23.11,567.83,Card,Cancelled,2025-10-01 11:06:55
902,221,178,Koramangala,Andheri,26.9,492.24,Card,Cancelled,2026-05-05 10:02:47
903,189,155,Andheri,Banjara Hills,14.73,310.62,Card,Completed,2026-02-08 02:33:10
904,807,497,Indiranagar,Indiranagar,20.0,465.64,UPI,Completed,2025-09-24 23:10:41
905,806,54,Banjara Hills,Indiranagar,6.43,105.58,Cash,Cancelled,2026-02-27 15:55:37
906,444,202,Hitech City,Whitefield,13.52,205.35,UPI,Completed,2025-09-22 15:07:27
907,767,349,Banjara Hills,Banjara Hills,25.42,548.97,Card,Completed,2026-07-20 01:43:01
908,62,167,Andheri,Gachibowli,21.9,338.46,Card,Completed,2026-01-25 08:15:16
909,962,384,Andheri,Gachibowli,8.36,177.01,Card,Cancelled,2026-02-11 02:26:26
910,378,146,Gachibowli,Banjara Hills,15.83,362.65,Card,Cancelled,2026-02-13 08:21:32
911,460,364,Indiranagar,Connaught Place,26.83,652.24,UPI,Cancelled,2026-02-26 19:52:07
912,981,64,Banjara Hills,Hitech City,3.88,90.54,Card,Cancelled,2025-09-16 00:17:08
913,325,450,Koramangala,Connaught Place,19.46,421.7,Cash,Cancelled,2025-08-22 21:00:37
914,717,310,Whitefield,Banjara Hills,26.66,461.54,UPI,Completed,2026-02-12 11:36:58
915,906,181,Indiranagar,Connaught Place,15.35,312.55,UPI,Completed,2026-04-13 16:10:44
916,489,393,Hitech City,Connaught Place,5.5,87.19,Cash,Completed,2025-10-11 10:21:35
917,899,364,Whitefield,Koramangala,21.92,383.02,Card,Completed,2026-07-15 23:21:56
918,28,121,Hitech City,Indiranagar,25.7,605.92,Card,Completed,2025-10-29 16:17:52
919,444,292,Banjara Hills,Andheri,13.06,228.23,Cash,Completed,2026-05-24 19:00:44
920,549,197,Hitech City,Koramangala,3.36,71.98,UPI,Completed,2025-08-05 07:04:16
921,474,262,Koramangala,Indiranagar,6.18,99.49,UPI,Completed,2026-02-28 15:38:47
922,99,323,Indiranagar,Koramangala,16.89,340.51,Card,Completed,2025-07-24 21:52:32
923,182,497,Indiranagar,Hitech City,25.87,458.91,Card,Completed,2026-02-21 10:55:28
924,425,284,Andheri,Hitech City,19.19,291.66,Cash,Completed,2025-08-12 03:09:40
925,210,320,Gachibowli,Hitech City,11.55,204.14,UPI,Completed,2025-10-12 08:07:42
926,465,131,Banjara Hills,Indiranagar,6.6,142.52,Card,Completed,2026-01-27 07:23:10
927,313,221,Banjara Hills,Koramangala,2.23,40.24,Cash,Completed,2026-06-22 05:12:28
928,86,89,Whitefield,Koramangala,28.66,472.76,Card,Cancelled,2026-02-23 11:45:27
929,44,386,Indiranagar,Banjara Hills,15.27,304.36,UPI,Cancelled,2026-06-08 08:31:04
930,710,193,Banjara Hills,Koramangala,6.33,138.18,UPI,Completed,2025-09-01 02:56:20
931,379,239,Whitefield,Connaught Place,24.12,527.0,Cash,Completed,2026-04-30 06:00:06
932,538,211,Connaught Place,Indiranagar,15.83,394.42,UPI,Cancelled,2025-11-28 10:19:52
933,69,318,Hitech City,Koramangala,17.4,275.92,Card,Completed,2026-07-03 11:45:38
934,270,176,Andheri,Hitech City,12.66,296.53,Card,Completed,2025-11-03 18:25:43
935,283,380,Hitech City,Indiranagar,8.18,198.27,UPI,Cancelled,2025-11-19 09:02:15
936,600,288,Banjara Hills,Connaught Place,19.55,382.33,Cash,Completed,2025-12-08 11:29:32
937,198,6,Andheri,Indiranagar,7.61,114.56,Cash,Completed,2026-06-19 19:22:13
938,429,357,Indiranagar,Gachibowli,25.79,412.34,Cash,Completed,2026-02-26 13:43:47
939,124,248,Banjara Hills,Hitech City,8.82,136.06,UPI,Cancelled,2026-05-03 11:09:18
940,291,98,Whitefield,Andheri,12.15,191.53,UPI,Cancelled,2026-04-12 04:59:38
941,680,113,Gachibowli,Gachibowli,15.91,272.48,Cash,Completed,2025-09-08 18:52:07
942,544,215,Hitech City,Koramangala,11.56,283.21,Cash,Completed,2026-01-05 09:50:01
943,28,29,Hitech City,Andheri,8.4,135.71,Card,Completed,2025-07-30 00:17:20
944,317,29,Koramangala,Koramangala,26.67,622.95,Cash,Completed,2025-11-06 02:24:21
945,96,457,Whitefield,Connaught Place,21.57,434.06,Card,Completed,2025-08-16 01:27:30
946,452,419,Hitech City,Whitefield,10.46,173.35,UPI,Completed,2026-01-15 14:20:00
947,413,265,Indiranagar,Koramangala,12.57,287.11,UPI,Completed,2026-02-13 22:43:10
948,268,454,Banjara Hills,Andheri,5.61,103.1,Card,Completed,2025-12-28 08:48:35
949,295,245,Hitech City,Andheri,15.14,230.76,Card,Completed,2026-07-10 20:58:51
950,813,423,Gachibowli,Banjara Hills,24.83,594.48,Card,Completed,2025-09-08 07:38:40
951,255,6,Indiranagar,Connaught Place,25.64,455.25,Cash,Cancelled,2026-03-20 05:46:08
952,741,395,Indiranagar,Hitech City,2.84,61.13,Cash,Cancelled,2026-04-24 00:28:48
953,140,415,Connaught Place,Banjara Hills,26.65,660.11,Card,Cancelled,2026-06-03 20:11:00
954,1,317,Whitefield,Whitefield,20.79,517.9,Card,Completed,2026-01-13 23:43:07
955,157,126,Gachibowli,Koramangala,6.94,157.32,Card,Completed,2026-06-23 23:06:20
956,50,182,Hitech City,Whitefield,24.43,414.36,UPI,Completed,2025-12-07 06:45:59
957,880,110,Gachibowli,Indiranagar,26.35,632.14,UPI,Completed,2026-06-28 12:27:28
958,590,147,Koramangala,Banjara Hills,23.62,359.63,Cash,Completed,2026-01-21 13:05:41
959,85,413,Indiranagar,Connaught Place,16.9,416.68,Card,Completed,2025-10-20 20:12:40
960,130,357,Gachibowli,Indiranagar,24.13,456.0,Cash,Completed,2025-11-02 03:34:18
961,734,310,Andheri,Connaught Place,18.84,456.51,Card,Completed,2026-01-29 07:03:48
962,783,118,Banjara Hills,Andheri,9.91,202.93,Card,Completed,2026-01-16 14:34:27
963,923,16,Indiranagar,Connaught Place,24.98,623.03,Cash,Completed,2025-08-28 06:31:19
964,307,189,Hitech City,Andheri,4.29,85.85,Card,Completed,2026-04-18 01:54:45
965,866,35,Banjara Hills,Whitefield,3.78,58.96,UPI,Completed,2026-07-18 23:22:29
966,158,364,Andheri,Andheri,19.61,463.37,UPI,Completed,2026-03-17 21:49:07
967,909,456,Whitefield,Indiranagar,29.8,489.82,Cash,Completed,2025-12-14 09:47:49
968,552,55,Hitech City,Koramangala,9.29,201.95,UPI,Completed,2026-02-07 22:49:58
969,271,437,Koramangala,Banjara Hills,24.16,571.68,Card,Cancelled,2026-05-15 22:05:30
970,108,471,Koramangala,Connaught Place,6.61,141.17,UPI,Completed,2026-03-31 16:47:12
971,438,177,Andheri,Hitech City,18.52,385.16,Cash,Completed,2026-01-26 17:15:28
