payment_id,trip_id,amount,payment_method,payment_status,payment_time
1170,1170,566.45,UPI,SUCCESS,2025-11-16 20:22:49
1171,1171,302.57,Card,SUCCESS,2025-08-10 09:49:05
1172,1172,163.7,Cash,SUCCESS,2025-11-03 20:58:19
1173,1173,609.39,UPI,SUCCESS,2025-10-06 06:13:00
1174,1174,55.74,Cash,FAILED,2026-02-15 21:35:54
1175,1175,282.07,Card,SUCCESS,2026-04-18 16:34:49
1176,1176,258.43,UPI,FAILED,2025-12-03 19:49:48
1177,1177,397.07,Card,FAILED,2025-12-05 18:19:17
1178,1178,509.51,Card,SUCCESS,2026-03-29 23:10:25
1179,1179,488.95,UPI,FAILED,2026-07-12 17:17:34
1180,1180,271.66,Card,SUCCESS,2025-07-26 22:22:48
1181,1181,348.48,Card,FAILED,2026-05-12 23:59:24
1182,1182,179.48,Card,SUCCESS,2025-12-30 17:37:44
1183,1183,127.73,Card,SUCCESS,2025-12-17 21:20:49
1184,1184,575.68,Card,SUCCESS,2025-10-17 09:04:34
1185,1185,317.47,Cash,FAILED,2026-04-09 22:45:48
1186,1186,277.81,Cash,SUCCESS,2025-10-05 00:47:00
1187,1187,227.3,Card,SUCCESS,2026-06-04 18:37:54
1188,1188,327.18,Card,FAILED,2026-02-16 03:58:13
1189,1189,49.64,Cash,SUCCESS,2026-01-02 01:57:14
1190,1190,645.83,UPI,SUCCESS,2025-11-06 04:51:00
1191,1191,230.3,Cash,FAILED,2025-11-11 04:02:08
1192,1192,487.49,Cash,FAILED,2026-05-15 23:30:19
1193,1193,507.44,Cash,SUCCESS,2025-09-30 23:10:24
1194,1194,522.03,Cash,FAILED,2025-10-30 12:29:21
1195,1195,261.56,UPI,SUCCESS,2025-09-02 13:59:52
1196,1196,518.99,UPI,SUCCESS,2026-03-06 02:19:51
1197,1197,372.3,Cash,FAILED,2025-09-14 16:59:24
1198,1198,376.64,Card,SUCCESS,2026-04-05 19:07:08
1199,1199,475.54,Cash,SUCCESS,2026-03-16 18:06:07
1200,1200,433.9,Cash,FAILED,2025-10-27 20:28:56
1201,1201,78.03,Card,SUCCESS,2025-09-11 10:08:20
1202,1202,685.76,Card,SUCCESS,2025-11-04 10:19:50
1203,1203,257.49,Cash,SUCCESS,2025-12-24 05:17:11
1204,1204,437.73,Card,FAILED,2026-06-02 18:04:32
1205,1205,336.26,Cash,SUCCESS,2025-11-11 22:44:03
1206,1206,202.81,Cash,SUCCESS,2026-04-07 02:37:21
1207,1207,512.02,UPI,FAILED,2026-06-30 08:02:41
1208,1208,78.95,Card,SUCCESS,2026-07-13 09:45:18
1209,1209,43.56,UPI,FAILED,2025-09-14 13:22:53
1210,1210,470.92,Cash,FAILED,2026-06-24 11:13:57
1211,1211,113.3,Cash,SUCCESS,2025-10-16 21:37:49
1212,1212,501.86,Card,FAILED,2026-06-10 05:12:48
1213,1213,528.88,UPI,FAILED,2026-07-14 12:32:08
1214,1214,499.7,Cash,FAILED,2026-03-09 13:35:32
1215,1215,52.26,Cash,SUCCESS,2026-03-17 21:49:31
1216,1216,462.44,Card,FAILED,2026-02-05 13:54:54
1217,1217,224.74,Cash,SUCCESS,2026-05-22 22:05:04
1218,1218,333.4,Cash,SUCCESS,2026-02-13 11:17:56
1219,1219,361.25,UPI,SUCCESS,2026-03-12 17:51:31
1220,1220,277.78,UPI,SUCCESS,2026-05-19 05:08:56
1221,1221,367.72,Cash,SUCCESS,2026-05-06 19:18:43
1222,1222,353.07,Card,SUCCESS,2025-09-01 07:43:00
1223,1223,74.61,Cash,SUCCESS,2025-09-21 07:01:55
1224,1224,578.88,Cash,SUCCESS,2025-12-29 10:00:40
1225,1225,576.19,UPI,SUCCESS,2026-02-09 14:54:00
1226,1226,576.61,Card,FAILED,2025-08-18 04:52:33
1227,1227,67.41,Cash,SUCCESS,2026-01-10 03:44:48
1228,1228,63.29,Cash,SUCCESS,2026-04-10 07:35:31
1229,1229,147.44,Cash,SUCCESS,2025-08-14 18:09:21
1230,1230,58.63,Cash,SUCCESS,2026-03-02 20:34:06
1231,1231,611.83,UPI,SUCCESS,2026-03-14 07:52:42
1232,1232,598.73,Card,FAILED,2026-04-16 10:18:20
1233,1233,197.9,Cash,SUCCESS,2026-01-04 13:06:10
1234,1234,74.75,Cash,SUCCESS,2026-07-07 18:36:13
1235,1235,424.0,Cash,FAILED,2025-09-18 04:03:00
1236,1236,474.42,UPI,SUCCESS,2026-04-08 00:29:26
1237,1237,393.34,UPI,SUCCESS,2026-07-06 21:40:00
1238,1238,576.89,Cash,SUCCESS,2026-04-14 10:54:42
1239,1239,460.95,Card,SUCCESS,2026-06-03 22:38:17
1240,1240,77.0,UPI,SUCCESS,2026-04-21 04:04:10
1241,1241,432.7,Cash,SUCCESS,2025-12-19 04:11:37
1242,1242,81.02,Card,SUCCESS,2025-09-11 08:17:05
1243,1243,181.65,Cash,SUCCESS,2026-06-22 09:27:10
1244,1244,503.48,Card,FAILED,2025-12-31 00:52:12
1245,1245,468.87,Card,SUCCESS,2025-10-10 05:49:47
1246,1246,178.76,Card,SUCCESS,2026-05-21 04:29:49
1247,1247,292.35,Cash,SUCCESS,2025-09-26 01:01:54
1248,1248,672.19,UPI,SUCCESS,2026-01-29 19:36:39
1249,1249,313.96,Cash,SUCCESS,2026-05-02 13:41:26
1250,1250,482.36,Card,SUCCESS,2025-11-10 16:36:30
1251,1251,442.84,UPI,SUCCESS,2025-09-16 08:37:23
1252,1252,104.46,UPI,SUCCESS,2025-09-20 09:18:20
1253,1253,395.75,Card,FAILED,2025-12-16 01:39:45
1254,1254,449.01,UPI,SUCCESS,2026-06-24 07:04:08
1255,1255,480.6,Card,SUCCESS,2026-07-10 00:31:06
1256,1256,163.98,Cash,SUCCESS,2025-11-17 18:25:53
1257,1257,97.14,UPI,SUCCESS,2026-03-12 12:14:47
1258,1258,81.25,Cash,SUCCESS,2026-06-12 12:59:54
1259,1259,39.72,Card,SUCCESS,2026-03-10 07:45:19
1260,1260,434.82,Cash,SUCCESS,2026-05-04 14:13:47
1261,1261,136.9,Cash,SUCCESS,2025-09-28 23:44:31
1262,1262,90.17,Card,FAILED,2026-05-02 05:14:12
1263,1263,608.55,Cash,SUCCESS,2025-08-15 09:33:33
1264,1264,105.46,UPI,SUCCESS,2026-05-12 08:28:04
1265,1265,204.5,Cash,SUCCESS,2025-10-30 02:15:29
1266,1266,463.42,UPI,SUCCESS,2026-02-23 16:53:38
1267,1267,233.84,Cash,SUCCESS,2025-10-10 16:25:31
1268,1268,150.34,Card,SUCCESS,2026-03-14 19:13:19
1269,1269,229.84,UPI,SUCCESS,2026-05-20 16:22:17
1270,1270,522.28,Card,SUCCESS,2026-05-24 17:42:42
1271,1271,159.23,Cash,SUCCESS,2026-02-15 00:05:35
1272,1272,223.24,Card,SUCCESS,2026-06-01 08:34:49
1273,1273,278.88,Card,SUCCESS,2026-01-13 23:25:10
1274,1274,373.18,Cash,SUCCESS,2025-08-31 12:31:31
1275,1275,425.98,Cash,FAILED,2026-01-07 04:22:33
1276,1276,71.4,Card,SUCCESS,2026-04-27 05:26:01
1277,1277,92.23,Cash,FAILED,2026-06-08 07:38:17
1278,1278,53.38,Cash,FAILED,2025-11-28 08:31:43
1279,1279,44.35,Cash,SUCCESS,2025-08-22 18:03:31
1280,1280,90.17,UPI,FAILED,2025-09-11 00:05:54
1281,1281,408.98,Card,FAILED,2026-03-11 22:32:29
1282,1282,285.03,Cash,SUCCESS,2025-09-13 04:37:28
1283,1283,685.03,UPI,FAILED,2025-09-02 12:28:36
1284,1284,114.81,Cash,SUCCESS,2026-03-14 03:35:32
1285,1285,211.04,Card,FAILED,2026-03-22 11:42:10
1286,1286,352.53,Cash,SUCCESS,2025-10-30 15:37:28
1287,1287,288.9,Cash,SUCCESS,2025-09-14 16:09:19
1288,1288,239.45,Card,SUCCESS,2026-06-24 01:02:44
1289,1289,449.17,UPI,SUCCESS,2025-09-10 03:02:59
1290,1290,210.74,Card,FAILED,2025-08-05 23:16:15
1291,1291,729.52,UPI,SUCCESS,2025-11-09 07:17:41
1292,1292,131.58,Card,SUCCESS,2025-09-10 20:57:12
1293,1293,136.06,Cash,FAILED,2025-10-17 05:40:02
1294,1294,381.46,UPI,SUCCESS,2026-06-09 08:44:29
1295,1295,107.44,Cash,SUCCESS,2025-10-10 06:01:02
1296,1296,264.31,Card,SUCCESS,2025-08-29 05:50:45
1297,1297,551.95,UPI,SUCCESS,2025-11-11 19:20:05
1298,1298,308.17,Card,SUCCESS,2026-07-12 05:10:24
1299,1299,635.27,Cash,SUCCESS,2025-07-25 23:07:57
1300,1300,104.1,Card,SUCCESS,2025-10-06 14:57:04
1301,1301,402.78,Cash,SUCCESS,2026-01-14 22:44:11
1302,1302,217.67,UPI,SUCCESS,2026-04-30 22:47:48
1303,1303,445.82,UPI,SUCCESS,2026-04-01 10:36:07
1304,1304,416.57,Card,FAILED,2026-02-14 01:19:45
1305,1305,132.62,Cash,SUCCESS,2025-09-08 08:24:35
1306,1306,150.6,Card,SUCCESS,2025-08-24 21:46:14
1307,1307,346.92,Card,SUCCESS,2026-02-09 20:28:42
1308,1308,256.23,Card,FAILED,2025-08-23 21:11:31
1309,1309,459.86,Card,SUCCESS,2025-12-31 04:42:56
1310,1310,125.94,Card,SUCCESS,2026-03-08 20:39:38
1311,1311,307.16,UPI,FAILED,2025-08-03 16:52:41
1312,1312,173.49,Cash,SUCCESS,2025-12-24 21:10:37
1313,1313,40.44,Cash,FAILED,2026-02-23 05:59:43
1314,1314,381.42,Card,SUCCESS,2025-08-05 10:32:01
1315,1315,674.33,Cash,SUCCESS,2026-05-08 13:04:45
1316,1316,202.43,Cash,SUCCESS,2025-10-03 22:49:42
1317,1317,401.38,UPI,SUCCESS,2026-05-06 00:34:25
1318,1318,369.39,Cash,FAILED,2026-06-28 04:36:13
1319,1319,316.82,UPI,SUCCESS,2025-12-08 16:02:50
1320,1320,538.59,Cash,FAILED,2026-03-02 07:42:34
1321,1321,45.58,UPI,FAILED,2026-07-04 09:53:47
1322,1322,574.91,Cash,FAILED,2026-02-19 13:26:07
1323,1323,269.8,Cash,SUCCESS,2025-07-23 13:35:00
1324,1324,268.45,Cash,SUCCESS,2026-05-20 07:03:54
1325,1325,125.87,Card,FAILED,2026-05-18 02:16:53
1326,1326,152.31,Card,SUCCESS,2026-07-21 14:48:39
1327,1327,248.83,Card,SUCCESS,2026-03-08 01:20:42
1328,1328,252.54,Card,SUCCESS,2026-02-16 20:11:33
1329,1329,87.5,Cash,SUCCESS,2026-02-01 08:05:25
1330,1330,379.84,UPI,SUCCESS,2026-01-01 14:49:32
1331,1331,594.93,UPI,SUCCESS,2025-10-01 03:37:29
1332,1332,66.43,Card,SUCCESS,2026-01-14 19:40:16
1333,1333,315.7,Card,SUCCESS,2026-02-21 16:18:22
1334,1334,509.37,Card,SUCCESS,2026-06-24 10:36:18
1335,1335,181.62,Card,SUCCESS,2025-11-27 20:18:04
1336,1336,520.82,Card,SUCCESS,2026-04-17 03:46:43
1337,1337,172.79,UPI,SUCCESS,2025-10-03 10:06:32
1338,1338,296.4,Cash,SUCCESS,2025-12-03 12:21:07
1339,1339,528.68,Cash,SUCCESS,2025-12-03 10:52:02
1340,1340,322.62,Cash,SUCCESS,2026-07-06 11:11:42
1341,1341,248.88,UPI,SUCCESS,2026-02-16 04:32:45
1342,1342,337.11,Card,SUCCESS,2026-01-03 21:26:42
1343,1343,533.37,Card,SUCCESS,2025-10-27 01:00:28
1344,1344,58.52,Card,SUCCESS,2025-12-29 12:15:24
1345,1345,340.1,Cash,SUCCESS,2025-10-03 11:27:55
1346,1346,414.21,Cash,SUCCESS,2025-09-30 03:01:05
1347,1347,534.87,UPI,SUCCESS,2026-07-14 21:05:14
1348,1348,314.23,UPI,SUCCESS,2025-08-05 13:54:28
1349,1349,429.3,UPI,FAILED,2025-08-13 13:58:41
1350,1350,78.95,Card,SUCCESS,2025-11-12 19:18:52
1351,1351,212.4,UPI,SUCCESS,2026-04-08 14:41:06
1352,1352,273.8,Card,SUCCESS,2025-07-23 11:45:11
1353,1353,314.62,UPI,FAILED,2025-07-26 07:23:16
1354,1354,218.24,Card,SUCCESS,2025-10-03 06:11:37
1355,1355,484.91,Cash,SUCCESS,2026-06-21 01:02:52
1356,1356,408.61,Card,SUCCESS,2026-01-10 00:05:20
1357,1357,268.54,Card,SUCCESS,2026-05-16 01:29:09
1358,1358,462.3,UPI,FAILED,2026-06-27 00:36:34
1359,1359,468.42,UPI,SUCCESS,2026-06-23 13:42:00
1360,1360,321.11,UPI,FAILED,2025-11-11 06:47:46
1361,1361,552.2,Card,SUCCESS,2026-05-12 07:14:13
1362,1362,313.15,Card,FAILED,2026-01-01 15:17:40
1363,1363,309.66,Cash,SUCCESS,2026-06-18 00:57:11
1364,1364,440.6,Card,FAILED,2026-04-12 22:57:36
1365,1365,346.64,Cash,SUCCESS,2026-07-07 17:31:06
1366,1366,463.08,UPI,SUCCESS,2025-09-19 17:28:39
1367,1367,438.67,UPI,SUCCESS,2025-10-10 02:31:55
1368,1368,228.99,Cash,SUCCESS,2026-06-08 03:18:56
1369,1369,327.76,Card,FAILED,2025-11-01 13:38:41
1370,1370,318.33,Card,FAILED,2025-08-16 14:56:58
1371,1371,372.98,UPI,SUCCESS,2026-05-05 17:26:19
1372,1372,121.69,Cash,SUCCESS,2026-02-02 12:15:07
1373,1373,132.71,Cash,SUCCESS,2025-10-21 20:11:04
1374,1374,331.11,Card,SUCCESS,2026-06-15 23:53:53
1375,1375,393.51,Cash,SUCCESS,2026-04-12 16:02:24
1376,1376,117.61,UPI,FAILED,2025-11-27 23:21:59
1377,1377,235.88,Cash,FAILED,2026-05-15 06:56:31
1378,1378,72.96,UPI,FAILED,2025-08-21 23:23:37
1379,1379,435.0,UPI,SUCCESS,2026-06-22 22:38:52
1380,1380,282.07,UPI,FAILED,2026-04-01 09:34:16
1381,1381,453.02,Card,SUCCESS,2025-07-26 00:59:27
1382,1382,719.19,Cash,FAILED,2025-12-13 17:17:51
1383,1383,102.37,Cash,FAILED,2026-05-21 10:54:59
1384,1384,128.39,Card,SUCCESS,2025-08-10 15:17:53
1385,1385,354.23,UPI,SUCCESS,2026-07-16 20:53:20
1386,1386,652.31,Cash,SUCCESS,2026-07-18 05:03:46
1387,1387,354.55,Card,SUCCESS,2026-04-30 02:26:21
1388,1388,294.61,Card,SUCCESS,2026-04-06 15:19:05
1389,1389,91.64,UPI,SUCCESS,2026-06-18 23:27:03
1390,1390,115.8,UPI,FAILED,2025-10-22 18:11:11
1391,1391,461.75,Card,FAILED,2025-09-11 22:19:16
1392,1392,107.38,UPI,SUCCESS,2025-10-15 13:56:14
1393,1393,49.52,UPI,SUCCESS,2025-11-02 11:26:22
1394,1394,333.93,Cash,FAILED,2026-07-17 02:44:11
1395,1395,555.69,Card,FAILED,2025-12-02 06:49:40
1396,1396,433.01,UPI,SUCCESS,2025-07-29 14:16:47
1397,1397,580.1,UPI,FAILED,2025-08-13 19:54:16
1398,1398,433.92,UPI,SUCCESS,2026-01-03 09:53:59
1399,1399,351.16,Cash,SUCCESS,2025-08-17 09:11:24
1400,1400,48.9,UPI,SUCCESS,2026-04-28 02:26:35
1401,1401,530.53,Cash,SUCCESS,2026-03-30 05:47:20
1402,1402,200.49,UPI,SUCCESS,2026-02-28 00:22:57
1403,1403,343.19,Card,SUCCESS,2026-02-17 12:44:40
1404,1404,267.87,Cash,SUCCESS,2026-03-10 19:45:47
1405,1405,648.09,Cash,SUCCESS,2025-11-07 13:03:55
1406,1406,72.82,Card,FAILED,2025-11-08 10:28:07
1407,1407,408.92,Card,SUCCESS,2025-12-01 22:43:37
1408,1408,465.22,Card,SUCCESS,2025-12-19 08:09:46
1409,1409,535.8,Card,SUCCESS,2026-05-19 16:25:38
1410,1410,292.73,Card,SUCCESS,2025-08-13 20:41:40
1411,1411,185.51,Card,FAILED,2026-07-11 07:03:34
1412,1412,377.95,Card,SUCCESS,2025-08-18 22:53:30
1413,1413,521.26,Cash,SUCCESS,2025-08-06 02:18:03
1414,1414,202.99,UPI,FAILED,2025-11-02 10:38:56
1415,1415,306.37,UPI,SUCCESS,2025-10-23 18:06:22
1416,1416,490.64,Card,FAILED,2026-06-04 08:56:19
1417,1417,409.91,Cash,SUCCESS,2026-06-28 02:10:22
1418,1418,376.6,Card,FAILED,2025-12-12 03:37:39
1419,1419,233.79,Card,SUCCESS,2025-11-06 09:53:11
1420,1420,217.41,Card,SUCCESS,2026-07-19 04:59:42
1421,1421,466.3,Card,SUCCESS,2025-08-08 09:02:31
1422,1422,95.05,UPI,SUCCESS,2026-05-11 03:47:41
1423,1423,637.65,Cash,SUCCESS,2026-05-06 00:59:25
1424,1424,519.56,Cash,FAILED,2026-02-16 17:46:12
1425,1425,156.0,UPI,SUCCESS,2025-10-29 23:04:22
1426,1426,85.49,UPI,SUCCESS,2025-10-13 05:19:43
1427,1427,195.04,UPI,FAILED,2025-09-08 06:01:36
1428,1428,551.41,Cash,FAILED,2026-03-07 05:19:29
1429,1429,182.15,Cash,SUCCESS,2025-09-06 23:59:49
1430,1430,657.26,Cash,SUCCESS,2025-12-03 17:58:11
1431,1431,471.19,UPI,SUCCESS,2026-05-06 11:57:25
1432,1432,689.9,UPI,FAILED,2025-12-23 19:01:59
1433,1433,138.09,UPI,SUCCESS,2026-02-24 21:00:26
1434,1434,487.66,Cash,SUCCESS,2025-10-26 05:42:51
1435,1435,162.77,Card,FAILED,2026-06-16 11:04:52
1436,1436,514.62,Card,SUCCESS,2026-06-26 14:10:02
1437,1437,587.68,Cash,FAILED,2026-06-12 10:27:13
1438,1438,392.92,UPI,FAILED,2026-05-27 08:00:14
1439,1439,410.48,Cash,SUCCESS,2025-10-24 04:09:37
1440,1440,124.41,UPI,SUCCESS,2025-11-09 12:23:32
1441,1441,368.83,UPI,SUCCESS,2025-11-22 13:04:17
1442,1442,196.96,Cash,SUCCESS,2026-04-02 02:55:11
1443,1443,112.09,Cash,SUCCESS,2025-11-05 15:03:11
1444,1444,245.99,Card,SUCCESS,2025-12-23 15:45:49
1445,1445,130.83,Card,SUCCESS,2025-11-11 11:21:39
1446,1446,261.63,Cash,SUCCESS,2025-09-02 01:02:46
1447,1447,565.39,Card,SUCCESS,2025-11-09 22:23:13
1448,1448,89.44,Cash,SUCCESS,2026-02-27 22:01:24
1449,1449,682.94,Card,SUCCESS,2026-03-17 11:11:34
1450,1450,261.98,Cash,SUCCESS,2026-02-05 00:22:14
1451,1451,106.22,UPI,SUCCESS,2025-10-18 02:12:00
1452,1452,500.88,UPI,SUCCESS,2026-03-04 16:33:19
1453,1453,406.68,Cash,SUCCESS,2026-02-02 22:49:33
1454,1454,555.12,UPI,SUCCESS,2025-11-15 12:20:28
1455,1455,246.94,Cash,FAILED,2025-07-31 20:12:56
1456,1456,158.55,Card,SUCCESS,2026-06-29 10:54:20
1457,1457,346.65,Cash,FAILED,2026-01-10 02:13:08
1458,1458,131.6,Cash,SUCCESS,2025-09-06 17:11:55
1459,1459,371.35,Card,SUCCESS,2025-08-07 11:55:23
1460,1460,158.1,Card,SUCCESS,2025-11-09 20:05:09
1461,1461,415.2,UPI,FAILED,2026-05-11 07:41:45
1462,1462,63.31,Cash,FAILED,2026-02-01 17:56:41
1463,1463,357.65,UPI,SUCCESS,2025-08-31 09:41:36
1464,1464,59.38,Cash,SUCCESS,2026-02-16 23:00:02
1465,1465,148.92,Cash,SUCCESS,2025-08-13 05:45:42
1466,1466,282.25,Card,SUCCESS,2026-01-03 14:12:35
1467,1467,454.73,Cash,SUCCESS,2025-10-30 01:38:23
1468,1468,234.68,Cash,SUCCESS,2026-04-29 00:38:42
1469,1469,159.85,Card,SUCCESS,2025-08-08 19:29:16
1470,1470,315.44,Card,SUCCESS,2026-01-12 17:33:03
1471,1471,431.43,UPI,FAILED,2026-01-02 08:39:38
1472,1472,665.85,Cash,FAILED,2025-11-01 02:28:02
1473,1473,534.64,Card,FAILED,2025-12-02 05:13:51
1474,1474,176.16,UPI,SUCCESS,2026-06-26 14:53:23
1475,1475,546.88,Card,SUCCESS,2026-02-12 02:07:13
1476,1476,352.17,Cash,SUCCESS,2025-08-16 16:43:17
1477,1477,623.05,UPI,SUCCESS,2025-07-27 16:33:54
1478,1478,262.79,Cash,SUCCESS,2025-09-02 09:32:36
1479,1479,92.07,Cash,FAILED,2026-03-05 07:16:29
1480,1480,47.27,Cash,SUCCESS,2025-08-28 09:55:05
1481,1481,447.77,Card,FAILED,2025-08-01 17:32:22
1482,1482,46.89,Card,SUCCESS,2025-09-27 17:17:08
1483,1483,168.03,Card,SUCCESS,2026-01-26 18:40:08
1484,1484,283.6,UPI,FAILED,2026-06-18 07:46:26
1485,1485,400.6,Cash,SUCCESS,2026-04-06 21:36:21
1486,1486,548.36,Cash,SUCCESS,2025-11-21 18:42:29
1487,1487,286.92,Cash,SUCCESS,2026-01-06 04:04:46
1488,1488,330.9,Cash,SUCCESS,2025-11-13 23:28:01
1489,1489,155.58,UPI,FAILED,2026-03-13 12:07:34
1490,1490,186.6,UPI,SUCCESS,2025-09-29 23:12:05
1491,1491,476.93,Cash,SUCCESS,2025-09-19 15:23:55
1492,1492,620.39,Cash,SUCCESS,2026-05-26 14:10:10
1493,1493,379.71,Cash,SUCCESS,2025-09-21 20:57:25
1494,1494,451.25,UPI,SUCCESS,2025-09-04 09:32:08
1495,1495,225.69,Cash,FAILED,2026-07-06 21:26:51
1496,1496,279.0,Card,SUCCESS,2026-05-04 05:55:08
1497,1497,477.31,UPI,FAILED,2026-05-11 06:05:12
1498,1498,715.8,UPI,FAILED,2025-08-23 16:13:45
1499,1499,166.12,Card,SUCCESS,2025-12-04 16:21:45
1500,1500,526.93,Cash,SUCCESS,2026-06-22 17:18:41
1501,1501,298.61,Cash,SUCCESS,2025-10-11 17:14:14
1502,1502,335.3,Card,SUCCESS,2025-11-12 20:40:56
1503,1503,483.02,Cash,SUCCESS,2025-12-02 05:59:54
1504,1504,366.42,Card,SUCCESS,2025-11-02 07:40:00
1505,1505,76.87,UPI,SUCCESS,2026-06-25 09:56:08
1506,1506,281.71,UPI,SUCCESS,2025-11-05 14:22:48
1507,1507,255.04,UPI,SUCCESS,2026-04-10 10:10:34
1508,1508,340.68,UPI,SUCCESS,2026-05-30 09:34:12
1509,1509,219.37,Card,SUCCESS,2026-05-12 05:58:16
1510,1510,459.18,Cash,SUCCESS,2025-08-04 11:14:19
1511,1511,199.73,Card,SUCCESS,2026-06-22 19:51:13
1512,1512,62.5,Cash,FAILED,2026-01-29 16:33:04
1513,1513,574.49,Cash,SUCCESS,2025-08-19 21:35:15
1514,1514,474.72,Cash,SUCCESS,2026-01-14 20:12:02
1515,1515,354.98,Cash,FAILED,2026-04-27 01:41:37
1516,1516,405.79,UPI,SUCCESS,2025-09-30 13:12:41
1517,1517,276.05,Card,SUCCESS,2026-06-28 04:58:54
1518,1518,174.03,Cash,SUCCESS,2025-12-23 07:56:59
1519,1519,443.19,Card,SUCCESS,2026-06-01 21:04:40
1520,1520,552.84,Cash,SUCCESS,2025-11-12 06:41:09
1521,1521,318.64,UPI,SUCCESS,2026-03-16 06:04:51
1522,1522,140.76,Cash,SUCCESS,2025-10-25 06:59:33
1523,1523,197.4,Cash,SUCCESS,2025-09-29 21:41:29
1524,1524,43.75,Card,FAILED,2025-12-16 01:18:06
1525,1525,288.48,Cash,FAILED,2026-06-27 05:30:57
1526,1526,506.29,UPI,FAILED,2025-11-11 20:25:55
1527,1527,170.11,UPI,SUCCESS,2026-03-31 09:48:10
1528,1528,53.12,Card,SUCCESS,2025-10-07 05:54:11
1529,1529,151.77,Card,FAILED,2026-06-24 13:47:50
1530,1530,328.38,UPI,SUCCESS,2026-05-17 11:00:58
1531,1531,331.12,Card,SUCCESS,2026-07-19 20:17:07
1532,1532,395.55,Cash,SUCCESS,2026-02-12 02:44:39
1533,1533,260.76,Cash,FAILED,2026-06-19 01:22:56
1534,1534,95.12,Cash,SUCCESS,2026-01-19 15:22:16
1535,1535,323.64,Cash,SUCCESS,2025-12-12 22:45:42
1536,1536,433.63,Cash,FAILED,2026-04-28 23:23:11
1537,1537,403.7,UPI,FAILED,2026-04-01 13:20:18
1538,1538,215.62,Cash,SUCCESS,2026-03-08 10:54:55
1539,1539,101.71,Card,SUCCESS,2026-04-27 08:57:07
1540,1540,59.53,Cash,SUCCESS,2026-04-13 03:02:20
1541,1541,201.84,Card,SUCCESS,2025-10-20 23:45:14
1542,1542,324.41,UPI,SUCCESS,2026-06-16 04:56:56
1543,1543,68.52,Cash,FAILED,2026-02-05 08:01:54
1544,1544,242.38,Cash,SUCCESS,2026-05-31 11:36:32
1545,1545,153.7,UPI,FAILED,2025-11-22 18:25:06
1546,1546,363.97,Card,FAILED,2026-05-19 22:00:24
1547,1547,95.9,Card,SUCCESS,2026-02-03 23:07:03
1548,1548,101.69,Cash,FAILED,2026-05-14 12:44:22
1549,1549,491.65,Card,SUCCESS,2025-09-23 05:14:47
1550,1550,603.04,Cash,SUCCESS,2026-05-16 21:04:32
1551,1551,221.33,UPI,SUCCESS,2026-04-07 22:27:03
1552,1552,83.67,UPI,FAILED,2026-06-25 06:57:02
1553,1553,151.87,Card,SUCCESS,2026-06-07 04:47:07
1554,1554,72.16,Card,SUCCESS,2025-09-19 00:59:09
1555,1555,322.34,UPI,SUCCESS,2026-04-12 21:28:23
1556,1556,387.05,Cash,SUCCESS,2025-10-07 20:52:10
1557,1557,499.01,Card,SUCCESS,2025-12-13 21:39:31
1558,1558,225.99,UPI,SUCCESS,2026-03-26 12:21:32
1559,1559,477.91,Cash,SUCCESS,2025-12-15 19:50:23
1560,1560,566.37,Cash,FAILED,2026-02-14 21:27:30
1561,1561,283.11,Cash,SUCCESS,2025-08-08 22:27:55
1562,1562,450.27,Card,SUCCESS,2025-10-17 21:59:16
1563,1563,658.34,Card,FAILED,2026-06-14 01:14:00
1564,1564,368.74,Cash,FAILED,2025-12-18 15:39:26
1565,1565,275.76,UPI,SUCCESS,2026-01-24 09:39:42
1566,1566,701.15,Cash,FAILED,2025-11-21 18:23:36
1567,1567,101.47,Cash,SUCCESS,2026-04-15 07:19:38
1568,1568,385.51,Cash,SUCCESS,2025-11-20 23:05:26
1569,1569,250.39,Card,FAILED,2026-05-09 07:14:06
1570,1570,361.45,UPI,FAILED,2025-11-02 20:34:44
1571,1571,389.54,Cash,FAILED,2026-07-12 20:13:37
1572,1572,533.16,UPI,FAILED,2026-03-30 06:49:32
1573,1573,519.21,UPI,SUCCESS,2026-03-06 20:06:52
1574,1574,95.07,UPI,SUCCESS,2026-02-21 07:51:13
1575,1575,181.1,Cash,FAILED,2026-05-01 19:57:05
1576,1576,420.51,Cash,FAILED,2026-04-13 10:50:35
1577,1577,641.78,Card,SUCCESS,2025-11-19 05:07:44
1578,1578,183.56,Card,SUCCESS,2025-11-18 06:47:38
1579,1579,379.14,Card,SUCCESS,2025-10-06 20:57:46
1580,1580,522.4,Cash,FAILED,2025-10-19 19:13:59
1581,1581,520.13,Card,SUCCESS,2025-08-23 03:51:47
1582,1582,165.17,Cash,SUCCESS,2025-08-23 01:02:48
1583,1583,631.09,Cash,SUCCESS,2025-11-13 15:50:09
1584,1584,173.15,UPI,SUCCESS,2025-11-23 09:46:31
1585,1585,404.47,Cash,FAILED,2025-08-19 09:22:58
1586,1586,401.67,UPI,SUCCESS,2026-05-23 14:50:19
1587,1587,148.54,Card,SUCCESS,2026-02-18 19:13:04
1588,1588,344.04,Cash,SUCCESS,2026-05-09 13:37:31
1589,1589,344.67,UPI,SUCCESS,2026-03-14 15:16:57
1590,1590,649.14,UPI,SUCCESS,2025-11-24 00:19:22
